full_text,Label;;;
@ris_ris_20 @fs2108 @ch_chotimah2 Kelkelkelkel .....MBELGEDHESSSSS... garis tangan prabowo sebatas peserta pilpres... 😝😝😝😝,NEGATIF;;;
@caklazt @tijabar @GibranRakabumi Pasti menang lah lawanya prabowo. Kalo lawan yg lain g tau juga. Siapapun dia kalo lawanya prabowo pasti menang karena prabowo sdh di takdirkan nyapres terus seumur hidupnya.,POSITIF;;;
salah satu alesan gw gk milih Prabowo,NEGATIF;;;
@DediMulyadi71 @prabowo Iya,  manusia sejarah,  menorehkan sejarah dalam 20 tahun terakhir fotonya selalu terpampang di surat suara pilpres,NEGATIF;;;
@kurawa kalah menang hal biasa broe, dunia belum berahir lah kl prabowo menang... yang penting cara nya aja sih. bukan dengan segala cara,POSITIF;;;
@Ratih_Kusuma60 menolak lupa! sejarah prabowo subianto yang sangat kejam!,NEGATIF;;;
@Gus_Raharjo Tim nya Prabowo mah suka berkehendak curang yah,NEGATIF;;;
@msaid_didu Video ini malah bikin keluarga polisi dan TNI mantap dukung prabowo.. Tadinya gk tau malah jadi tau,POSITIF;;;
Joget terus tanpa prestasi, kayaknya Prabowo kalah fokus sama gerakan tubuh. @sakyun_0805 https://t.co/z5bB4zQrgm,NEGATIF;;;
@TeddGus Prabowo dan Gibran, dua sosok yang disukai oleh seluruh rakyat Indonesia! Mereka adalah pahlawan yang tak tergantikan!,POSITIF;;;
@Uki23 Prabowo Gibran menang dimana-mana,POSITIF;;;
Termasuk lebih peduli penambang drpd nelayan? Lebih dsri 2000 nelayan terancam kehilangan penghasilan krn pesisir laut mereka diacak-acak kapal tambang prabowo. Itu yg lu maksud peduli?  Tolol https://t.co/lxwNXhLS7c,NEGATIF;;;
@Resty_J_Cayah @prabowo Udh tua mending di rmh aja,NEGATIF;;;
@are_inismyname @prabowo @99propaganda @bengkeldodo @P4P4B0W0_2024 @alextham878 @Ndons_Back @Alie_Fahnoor @Bank_Joee_ @florieliciouss @Kimberley_2024 @KhoirilAnwar_ Pelanggar HAM naik jadi presiden lalu bicara HAM? Engga banget,NEGATIF;;;
@BosPurwa Ane yg cuma lulusan SMK aja paham yg dimaksud penanya.. walaupun jujur secara pribadi gk ngerti cara ngasih solusinya.. Tapi ngeliat video ini kok Prabowo seperti gk paham apa yg ditanyakan jd jawabnya gk nyambung..,NEGATIF;;;
@tempodotco @prabowo Jadi menhan aja minim prestasi pak ... gimana kalau jadi presiden yg amanahnya lebih besar. Sudahlah, banyak beribadah saja. Kan katanya sdh tua juga. Apa gak cukup tertampang disurat suara 4x? 😅,NEGATIF;;;
@PartaiSocmed @prabowo Lalu apakah mempertanyakan pelanggaran ham 1999 juga akan dituduh jualan orang hilang?,NEGATIF;;;
@PartaiSocmed Prabowo ini ya, suka salahin orang lain padahal dia sendiri yang blunder @mhyucknay Anies DebatCapres tegaslugasgemoy,NEGATIF;;;
@TheArieAir Bos. Tuh adalah ajudannya prabowo.. Jgn lebai,POSITIF;;;
Siapa yang edit video ini, kreatif banget.....  Bener2 gemoy Pak Prabowo dan keponakan Pak Usman ini...,POSITIF;;;
@TeddGus Oh my God! Prabowo dan Gibran adalah legenda hidup yang digemari oleh seluruh rakyat Indonesia! Mereka adalah inspirasi bagi generasi masa depan!,POSITIF;;;
@abi_maulana11 @Fahrihamzah Sm hal nya @ridwankamil di GOLKAR, terlihat dr raut wajah nya yg hampa. Beliau blusukan bukan demi PRABOWO GIBRAN tp demi istri tercinta yg jd CALEG DPR RI dari GOLKAR.,POSITIF;;;
@davidfong_ Ya elah.. dgn @prabowo jadi pura2 gak mau tahu dgn para korban demo KPU Mei 2019, dia sudah menunjukkan laku khianat yg jauh lebih besar lagi! Apalagi ditambahin skrg gandeng cawapres hasil pelanggaran etika berat di lembaga hukum. Pas mantab! Sah nir etika!,NEGATIF;;;
@VIVAcoid Asli ini mah Prabowo pede menang putaran 1 kalo ga ada yg curang sama sekali,POSITIF;;;
@Gerindra @prabowo Keren nihh program pak Prabowo,POSITIF;;;
@kiki_daliyo Suka mengumpat aja udah red flag jadi presiden sih Prabowo bukan Jokowi,NEGATIF;;;
@myperspective76 @VIVAcoid Anies itu Ngotok alias NATO NGOmong TOK, pinternya cuma ngibul. Sekelas Prabowo, Sandiaga UNO, SBY dan AHY saja dikibulin apalagi orang awam.  Haram bagi muslim pilih pengkhianat jadi pemimpin. https://t.co/vGAdP1szr5,NEGATIF;;;
@wellymerukh @gibran_tweet Soal keluarga Jokowi dibully itu br skrg ini stlh mngakali konstitusi demi loloskan sang anak mlalui tngn pamannya di MK. Beda dgn Prabowo dan penjilat2nya mnghina Jokowi skluarga slm 1 periode. Andai tdk msuk menjilat Jokowi diperiode ke 2 genap 10 thn bakal dihina2 oleh wowo,NEGATIF;;;
Kalah di Pilpres Dua Kali, Prabowo: Saya Tidak Pernah Membenci Jokowi https://t.co/y1xTNLDDBU #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto,POSITIF;;;
@yusufagro @prabowo @AgusYudhoyono @alextham878 @andre_rosiade @AlmaghribiS @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @Kenikir27 @G0mb4k @askencana Seumpama 02 menang,nih,apa iya,kelak anda akan menjadi calon mentri dari 02? Hebat!,POSITIF;;;
Dari dulu memang tidak suka dengan Prabowo Subianto dan Partai Gerindra https://t.co/yWa26JYUi7,NEGATIF;;;
@Paltiwest massa iya pak prabowo abadi capres.. menang dong.. massa iya pak prabowo menang kn 2x kalah berturut- Biar hatrick toh,NEGATIF;;;
@gibran_gen @gibran_tweet @prabowo Pemimpin selalu mendukung penuh para pejuang UMKM tak heran sehingga para pejuang tersebut sangat mendukung Mas Gibran di pilpres.,POSITIF;;;
@geloraco Prabowo-Gibran, bawa Indonesia ke level internasional!,POSITIF;;;
Inilah dagelan lelucon, kmrn secara sembunyi2 anak Mak banteng menemui Prabowo. Salah satunya  unt pengamanan suaminya yg nggarong uang BTS. Dengan demikian Paslon GAMA sudah kalah pastinya @M45Broo @ah_barat @Culunsejati1,POSITIF;;;
@Gerindra @prabowo Bantuan kementerian pertahanan dipakai buat media kampanye diposting sama akun partai. Emang udah segila itu manfaatin kekuasaan capres Ndasmu satu ini,NEGATIF;;;
@Noviani1Saputri Ketika kekuatan muda dan kearifan tua bersatu, Prabowo dan Gibran siap mengubah dunia!  #KolaborasiGenerasi SerasinyaPaslon PaBowoMasGibran,POSITIF;;;
@gghhjjkk580dr0 @dekade_08 @prabowo @gibran_tweet @HashaKailia @awemany @_BungHerwin Terimaksih pak salut banget pak bisa sepeduli itu ini bener bisa menang ini kalo gini,POSITIF;;;
Kalian maki2 saya bodoh,tolol, pikiran sempit karna sy tdk suka prabowo tp bertekat coblos foto gibran di kertas suara pilpres Saya jawab jgn karna sy tdk suka prabowo trs gibran yg hrs saya sakiti,itu artinya saya tdk memiliki hati nurani,NEGATIF;;;
@anneserlo Prabowo tak punya istri , keseringan sama kuda  sih.. Hee,NEGATIF;;;
Bener juga kata @budimandjatmiko dukung Prabowo itu syaratnya bodoh https://t.co/fQX5UKIRp7,NEGATIF;;;
@NenkMonica Sulit nya seorang andre rosiade melawan rakyat sumatra Barat utk membelokkan pilihan nyan kepada prabowo masyarakat minang sangat menjunjung etika serta amanah dalam mengemban tugas dan yang paling penting keberpihakan kepada rakyat.. AMIN,NEGATIF;;;
@kompascom Program makan siang gratis Prabowo Gibran adalah kejeniusan level dewa,POSITIF;;;
@xquitavee @prabowo Goblok nya si penjilat bayaran ini... publik tdk buta dan tuli bisa melihat si wowo jawabannya banyak ngelantur dan beberapa kali terpancing emosi..... dungu... dungu.... dungu.....,NEGATIF;;;
Karena Ada Kekuatan Jokowi dan Luhut Prabowo : Pasti Menang https://t.co/qZyAH8uZPL,POSITIF;;;
@DediMulyadi71 @prabowo Gini gini amat kang kangggg,NEGATIF;;;
@KompasTV Akan kontradiktif sekali kalau Bu @susipudjiastuti mendukung capres pelanggar HAM berat dan wapres karbitan hasil pelanggaran etik berat.   Prabowo sudah 3 kali nyalon dan 3 kali ditolak oleh rakyat Indonesia. Kenapa dia begitu bernafsu ingin jadi penguasa?,NEGATIF;;;
@pro_gibran_ Yakin Prabowo Gibran menang satu putaran,POSITIF;;;
@ggggggfrf3 @aniesbaswedan @prabowo @gibran_tweet @golkar_id @Gerindra @Official_PAN @PDemokrat @sumarsih11 @03__nakula @FirzaHusain prabowo debat gak santuy begitu kok dibilang nangkal isu HAM,NEGATIF;;;
@becjhaytty @gorunbiraz3 @prabowo @gibran_tweet @golkar_id @PDemokrat @Official_PAN @albertsamuel28 @AntonYNRT @brendskienavarr Prabowo pasti menang,POSITIF;;;
@zy_zy_its_me Ajarin dulu ke prabowo soal etika politik, bgm pendukungnya mati2an, ada yg mati bener, yg korban harta. Tiba2 dgn santai nya minggalin dan dapat jabatan.... inisih gila, mrgalomania dan niretik politik. Ajarin juga ke Gibran dengan mengacak2 MK. Mereka yg harusnya malu!!!,NEGATIF;;;
@AgusYudhoyono @prabowo Maaf mas kami saat ini tidak tertarik sama PD.,POSITIF;;;
Prabowo Subianto satu-satunya pemegang rekor dunia dalam konstelasi Pilpres  - 2009 Megawati-Prabowo S - 2014 Prabowo-Hatta Rajasa - 2019 Prabowo-Sandiaga Uno - 2024 Prabowo-Gibran RR - JIKA Pilpres 2024 kalah lagi. Artinya 4 kalah dan bisa disebut rekor dunia kalah beruntun🤦‍♂️😓 https://t.co/XYRxlPYuVp,NEGATIF;;;
@democrazymedia yang pasti Indonesia tidak akan kelaparan dibawah kepemimpinan pak prabowo,POSITIF;;;
@are_inismyname @prabowo @99propaganda @bengkeldodo @P4P4B0W0_2024 @alextham878 @Ndons_Back @Alie_Fahnoor @Bank_Joee_ @florieliciouss @Kimberley_2024 @KhoirilAnwar_ Narasi blunder jelas pelanggar HAM Paslon lain? Ya jelas bukan hanya pak prab seorang 'pelanggar Ham',NEGATIF;;;
Ngakunya riang gembira, tapi apa2 :  ✅️ Capresnya marah2 ✅️ Suka Intimidasi ✅️ Baperan ✅️ Suka lapor-lapor ✅️ Ngambek kalo kalah debat  Udah gue bilang, Prabowo is Prabowo  Termasuk pendukungnya, begitu kalian dukung Prabowo, kalian auto pemarah dan baperan 🤣,NEGATIF;;;
@Dylan43944463 @hsj1603 @fortunecokiies @tirta_cipeng Anwar usman ok,dia scr hukum melanggar kode etik, Terus, apakah membuat keputusan revisi tersebut menjadi salah?  Knp Prabowo menjadi ga punya etika?  Justru yg ga punya etika itu kalian, menuduh segala hal buruk ke Prabowo.,POSITIF;;;
@Urrangawak Si Qodari ini sepertinya ada kelainan : ~ Kampanye Jokowi tiga periode ❌ ~ Perpanjangan masa jabatan Jokowi ❌ ~ Pengusung pasangan Prabowo - Jokowi ❌ ~ Survey Pasangan Prabowo-Gibran Menang ❌ ~ Kampanye Prabowo-Gibran satu putaran ❌,POSITIF;;;
@Chaves1305 @kaylafardhan @aniesbaswedan Prabowo ternyata sukanya basa-basi dan bercanda. Tapi ngeri juga bercanda nya ya .... Sekali bercanda hilang tu aktifis 98 😅 .  Gile.... gile ....,POSITIF;;;
Tapi Prabowo pasti menang untuk Indonesia! Karena grass root gaktau menau kalau ini perilaku pelecehan forum terhormat. Pihak yang tau hanya kita yang berpendidikan. Prabowo masih banyak yang mencintai! Prabowo menang!,POSITIF;;;
@99propaganda @prabowo @bengkeldodo @Ndons_Back @Bank_Joee_ @are_inismyname @florieliciouss @KhoirilAnwar_ @PapaBowoCenter @BANGSAygSUJUD @G0mb4k @Alie_Fahnoor Makanya jangan nonton tiktok terus jdi goblok,,, jaman sekarang generasi muda bukannya makin pinter malah makin bodoh,,,,NEGATIF;;;
@tvOneNews Terharu liat dedikasi Pak Prabowo dan Gibran untuk rakyat.,POSITIF;;;
@VIVAcoid nipu kok terang2an.  emg ini kubu prabowo gibran ga punya adab moral dan malu.,NEGATIF;;;
@Hasbil_Lbs Wah...naga2nya gabung prabowo di putaran kedua,POSITIF;;;
@Srikandi_sunda @aniesbaswedan Kalo aku pilih Prabowo Walopun dia pelanggar HAM berat Ga ada pilihan laen...  Tahun 2019   2024  ya  @aniesbaswedan  Capres ku ☝👍,NEGATIF;;;
@savicali 100% tidak yakin. Bisa mundur Indonesia jika dipimpin Prabowo. Jangan sampai rakyat sengsara, semakin miskin krn pilihan yg salah.,NEGATIF;;;
@kiki_daliyo @cingcing00 Penerus Jokowi? Sangat tidak masuk akal. Prabowo bukan Jokowi, Jokowi menunjukkan ketenangan, sedangkan Wowo lebih suka teriak-teriak dan bersikap arogan,NEGATIF;;;
@STresnowati1 @aniesbaswedan @prabowo @ZUL_Hasan Betul sekali, tenggelamkan caleg2 yg menistakan agama.,POSITIF;;;
@Maaacaaroni @Linasyafitri_ls @itbfess Aku jg mau nambahin kalo isu penculikan oleh Prabowo ga cuma diteriakin jelang pilpres, tp setiap hari Kamis di depan istana negara di Aksi Kamisan bareng isu pelanggaran HAM lain (65, Paniai, Rumpin, dsb), kakak bisa cek apa itu Aksi Kamisan. Intinya jangan percaya politisi kak,NEGATIF;;;
@yusufagro @prabowo @AgusYudhoyono @alextham878 @andre_rosiade @AlmaghribiS @BANGSAygSUJUD @Kimberley_2024 @Chaves1305 @Kenikir27 @G0mb4k @askencana Dulu didukung rakyat sampe berdarah² eh nyemplung juga akhirnya.   Oia bisnisnya mandeg kl jd oposisi. Usahanya gak jalan krn gak berkuasa 20 thn.  Lalu siapa sebenarnya yg pengkhianat?,NEGATIF;;;
@Bambangmulyonoo Jadi pendukung Prabowo syaratnya harus BODOH. https://t.co/HvLZqJYNrO,NEGATIF;;;
@Gerindra @prabowo Sangat yakin sepenuh hati bahwa pak Prabowo pemimpin yang tepat untuk Indonesia,POSITIF;;;
Sama dengan heran kpd Gibran yg mau²nya jadi cawapres Prabowo, gua ga kalah heran dgn apa yg ada dlm pikiran Prabowo mau²nya menjadikan Gibran sebagai calon wakilnya 😆,NEGATIF;;;
@UyokBack @KPU_ID @bawaslu_RI @jokowi @prabowo @gibran_tweet Daripada menghamburkan anggaran buat pilpres... Mana negara lagi banyak nya ngasih hutang ke luar negeri lagi. Eh.. gimana sih ya..‍️,POSITIF;;;
@tempodotco Berarti yang sesungguhnya Pak @prabowo spt di dalam rapat keuarga yg selama ini pencitraan,NEGATIF;;;
@SahLeoSin @G03NT03R_ Nanti kalo Anis baswedan kalah dalam putaran pertama  Akan balik dukung pak Prabowo itu pasti tidak bisa di bantah,NEGATIF;;;
Ekspresi prabowo meledek saat Anies sedang berbicara, kelakuan orang tua! https://t.co/l5kjalEQ82,NEGATIF;;;
@P4P4B0W0_2024 @prabowo @aniesbaswedan @ganjarpranowo @gibran_tweet @99propaganda @AndreasSolusi @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @florieliciouss @are_inismyname @kurawa @seeksixsuck Ngapain milih yg munafik...,NEGATIF;;;
@Beritasatu Astaga, Prabowo dan Gibran adalah tim yang tidak bisa dihentikan! Mereka begitu fokus dan bersemangat dalam mengembangkan sumber daya manusia!,POSITIF;;;
Anies aja bisa membuat Prabowo kelihatan bodoh, masa depan negara dipercayakan sama dia? @Hariezzz4  Anies #DebatCapres Prabowo Ordal JAKI pt gni https://t.co/GWOqHAh2Wk https://t.co/p8Sy4hQ6B0,NEGATIF;;;
@GreenpeaceID @gm_gm saya ingat benar mkn lebih dari 15 tahun yl,ketika Mas Prabowo menjelaskan tragedi sawit bagaimana setelah membuka lahan dpt kucuran dana besar dari pemerintah,kayu2 di ambil uang di ambil  di tanam sawit buat formalitas,terakhir apa yg mau disita..!? dan terus berulang..!,NEGATIF;;;
@OfficialDPP_PBB Bapak ini seorang Profesor, tapi kenapa jadi bodoh yah setelah menjadi pendukung prabowo....,NEGATIF;;;
@drReUtari08 @prabowo Ko' malu bacanya, aku nonton sampai hbs ko eyang wowo emosional, g rela klo dia jdi. Memimpin negri ini,NEGATIF;;;
@pangestimira Michael ngebahas dinamika politik akhirnya kita dukung Prabowo-Gibran di Pilpres 2024. Mari bersama menuju Indonesia Maju! dekade08,POSITIF;;;
Prabowo: Saya bangga jadi bagian dari pemerintahan Presiden Jokowi - ANTARA Sulawesi Utara https://t.co/9nAmJC0g8u #MenangSeputaran,POSITIF;;;
@blantik_pedhet1 Oo iya maaf, cuman numpang tanya, buzzer asam sulfat kok tdk pernah menampilkan PROFIL PUTRA PAK PRABOWO ? Ayo dong, diperkenalkan pd publik.. beliau kan salah satu calon presiden... jd keluarganya hrs dikenal publik spt pak ganjar dan pak mahfud.,NEGATIF;;;
@Uki23 Lha..,  Dirimu yang tertukar, yang tadinya tidak dukung Prabowo sekarang jadi dukung. Kami setia dan menolak penjahat HAM.   Masih ingat aja gimana mukanya waktu Prabowo datang ke DPP PSI, eh sekarang sudah 1 gerbong. Tapi tak apa, itu pilihanmu Bro.,NEGATIF;;;
@Ndons_Back @99propaganda @bengkeldodo @P4P4B0W0_2024 @are_inismyname @Bank_Joee_ @kurawa @AditBandit234 @Alie_Fahnoor @AndreasSolusi @BANGSAygSUJUD pak prabowo paling keren, capres tangguh dan mempesona,POSITIF;;;
@OktavianusYahy1 @prabowo @gibran_tweet Pilih 02 ????  NDASMU...!!!,NEGATIF;;;
Terima kasih Pak Prabowo, telah mengajarkan bahwa etika sosial bisa dijaga tanpa harus menyentuh tangan orang lain @Mochalisafii3 https://t.co/ESE6Qr8XXV,POSITIF;;;
Gak heran, kali ya, kenapa banyak yang pilihannya bukan Pak Prabowo Etika aja udah jatuh @kurtcobzie https://t.co/KW3IBCep0n,NEGATIF;;;
@ajengcute16__ Terbongkor penxulikan yang dilakukan Prabowo dan mayat2aktivis yg belum ditemukan!! Hancur Prabowo!!,NEGATIF;;;
Jangan serahkan bangsa ini ke prabowo https://t.co/sZsRjHQeRk,NEGATIF;;;
@Gerindra Aset Prabowo 21 Treliun Mandeg Gara-gara tidak berkuasa, makanya kali ini rela menjilat ludah sendiri 🤣,NEGATIF;;;
@VIVAcoid Yg menang Anis dan Ganjar di daerah situ, Prabowo akan kalah di dasar urutan karna rakyat tidak menginginkan capres tua Bangka,NEGATIF;;;
Dear @prabowo nanti kalo jadi presiden tolong moral dan pendidikan karakter untuk lebih di perhatikan pak, dengan sosialisasi kepada orang tua agar membatasi anak untuk tidak bermain gadget atau medsos mungkin dapat meminimalisir perilaku atau hal buruk yg dpt dicontoh oleh anak²,POSITIF;;;
@jansen_jsp @prabowo Alasan Gibran diusung sebagai Cawapres, karena Prabowo udah apatis terhadap rakyat Indonesia. Prabowo yang dulu saya coblos dua kali itu, kalau debat bawa data. Dua kali dia kalah, sehingga dia percaya semua rakyat seneng diplanga-plongoin.,NEGATIF;;;
@ruhutsitompul Ttp prabowo,POSITIF;;;
@alextham878 @prabowo Tulus Ndasmu..!!,NEGATIF;;;
@ajengcute16__ Mimpii ketum lu jeng...😄😄 Justru menurut gue penyebab terbesar  kekalahan pak prabowo di pilpres 2024 ini adalah faktor gibran...catet nih @ajengcute16__ ...artinya pak prabowo akan jadi capres RI seumur hidup ...😄,NEGATIF;;;
@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Disebut santuy ko dikritik malah ngeledek. Ini diacara ke negaraan lho. Di hadapan jutaan rakyat Indonesia. Tdk punya etika, dgn gestur meledek nya https://t.co/aKJD91MHhS,NEGATIF;;;
@zy_zy_its_me Harusnya kamu yg malu... karena sekarang menjadi penjilat Prabowo,POSITIF;;;
@KompasTV Prabowo &amp;Jokowi memang bersatu.Mereka bersepakat ttg bagaimana melanggengkan kekuasaan. Maka dibuatlah rencana yg terang2an tanpa disembunyikan sedikitpun dari mata rakyat.Dimulai dari Prabowo melamar Gibran yg belum cukup umur sbg Cawapres dilanjutkan gugatan ke MK.,POSITIF;;
"@ggloamdion @drReUtari08 Kenapa Nangis kalah nyapres""  ko bisa kalah ""gara gara pak Prabowo gebrak gebrak meja"" ."",NEGATIF";;;
Laporkan Anies ke Bawaslu, Kubu Prabowo Keliru serta Prematur  https://t.co/vuyeX1JG0a https://t.co/8VIRCnOcmV,NEGATIF;;;
@aribowos @PartaiSocmed tapi positive vibes yg sebenarnya itu skrg ada pd pasangan AMIN jarang memainkan drama dan konsisten lempar gagasan dan janji politik.. kalau prabowo gibran bagus cuma udah dinilai negatif sejak keputusan MK,NEGATIF;;;
@DedynurPalakka @psi_id Kesian ni orang dan partai Jokowi terus 😂  Dan gaada pengaruhnya pula wkwk, dikira rakyat bego kali, gw berani taruhan apa aja ayo kalo 2024 PSI gaakan lolos dan prabowo akan kalah. 😂 sini,NEGATIF;;;
@Hasbil_Lbs Bang jangan Blunder, kalau logika ini yg kamu pake maka apa bedanya dengan Jokowi, org yg dibesarkan Prabowo ke Jakarta dan menjadi lawan di Pilpres 2014 dan 19. dan sekarang jdi pembantu Jokowi. itu etika dn integritas siapa yg perlu dipertanyakan ini? Jokowi-Anies atau Prabowo,NEGATIF;;;
@democrazymedia Kinerja pak Prabowo sudah tidak perlu di ragukan LG,POSITIF;;;
Ya Ade sepakat. Ade, kenapa pendukung Prabowo gak punya otak dan hati ya seperti tulisanmu ini 👇.  Jika kamu jujur Ade dan konsisten dengan tulisan-tulisanmu tentang Prabowo, kamu gak akan pernah dukung Sang Penculik. https://t.co/s5gKk3knY1,NEGATIF;;;
@Beritasatu Bangga punya pemimpin kayak Pak Prabowo dan Mas Gibran  yang punya visi jelas.,POSITIF;;;
@habiburokhman Prabowo  kmrin kalah Di polling jauh amat pndukung nya bsa nikin sendri survery bayaran ko Di percaya ine jelas liat kmrin harinine lom muncul lg setiap hari bikin polling Prabowo gibran keok😂😅 https://t.co/klFWRHYXGS,NEGATIF;;;
@Dennysiregar7 @PPATK Gua yakin loe tau kalo pk @prabowo itu punya pendukung abadi dn militan begitu juga partai ya terbesar ke 2 skrng pendukung pk @jokowi mndukung pk prabowo kalo loe punya logika pasti loe spakat dgn gua bhw pk prabowo pasti menang satu putaran..,POSITIF;;;
Kalau @prabowo memang punya ide tentu dia akan memperdalam pendapat @ganjarpranowo dan @aniesbaswedan. Bukan lugu2nan sependapat ngono kui... Kl begini kejadiannya bisa disimpulkan capres no 2 itu miskin ide.,NEGATIF;;;
@syalalaela @prabowo @Gerindra sekarang politik gak selalu yang menakutkan dan negatif. Pilpres Riang Gembira bersama #PrabowoGemoy,POSITIF;;;
@pro_gibran_ makin yakin Prabowo Gibran menang soalnya melibatkan anak2 muda keren,POSITIF;;;
Prabowo - Gibran, kalo udah jadi pemenang, janji ya, bagi-bagi paket sembako Desa Bersatu butuh jatahnya! @ciptarenada https://t.co/00s3OMrYgW,POSITIF;;;
@Ary_pakeY Prabowo TUH MENDING JADI BADUT AJA ETIKA MENTAL KOQ KAYAK GITU BUKAN NYA BAPAK ITU Purnawirawan KAN.....,NEGATIF;;;
@Beritasatu Prabowo-Gibran, seperti langit dan bumi, lengkap banget!,POSITIF;;;
@msaid_didu Hancur Prabowo!! Jadi calon presiden ini??🤣🤣🤣,NEGATIF;;;
@jokowi Sukses pak Presiden, Indonesia maju akan terus di lanjutkan smp berhasil ..... Jangan lupa Prabowo Gibran,POSITIF;;;
@hasyimmah Betul seperti Prabowo yg gemoy . Seekor macan bisa berubah jd bencong hny utk kekuasaan. Andai Allah Ridho dia bisa menang mgkin strategi jitu. Andai Dia kalah akn sangat memalukan. Seorang yg Munafik tdk akn dpt Ridho dr Allah SWT.,NEGATIF;;;
@jansen_jsp @prabowo betulll bang sepakat, mungkin yang menang debat Anies, dibantu Ganjar, tapi yang memenangkan hati rakyat hanya pak Prabowo, yakin, silahkan buktikan nanti di survey kedepan. masyarakat Indonesia tidak orang yg banyak omong, serang pribadi seseorang, bicara etika tp tdk beretika,POSITIF;;;
@Uki23 Prabowo-Gibran akan menang satu putaran,POSITIF;;;
@syalalaela @prabowo @Gerindra benerrr gak usah pada berantem. bawa asik aja pilpres biar jadi Pilpres Riang Gembira #PrabowoGemoy,POSITIF;;;
@opposite6892  mereka duKung Prabowo,POSITIF;;;
@RaakezOnline @xquitavee @mochamadarip @__LOVE_AG4EVER Pak Prabowo pasti menang satu putaran dan kalian tetap jadi buzzer bayaran nyari proyekan,POSITIF;;;
"@alextham878 @prabowo Ayo Dukung Prabowo Menuju Capres Hattrick 😛💪😜 We Well Rock U"" https://t.co/D3S94DXk5o"",POSITIF";;;
@Hansens05 @Dennysiregar7 LSI dulu survey gak pernah ngunggulin prabowo...jangan mendadak pikun..awokwowkowwo karena kondisi skrg prbowo benar2 unggul, yg membuat buzzer banteng pusing,gerah..awokwowkwowko https://t.co/9DR8BwewbJ,NEGATIF;;;
@ahmadbismantyo @prabowo Kesejahteraan masyarakat salah satunya nih program Pak Prabowo. musti kita dukung @prabowo,POSITIF;;;
@jokowi Prabowo gibran sama2 cacat etika. Kok ga malu Demokrat dan sby mengusung mereka??,NEGATIF;;;
@berlianidris Banyak lembaga2 yg didirikan Pak Prabowo namanya Garudayaksa semua 😂 Di komplek rumah saya di sentul ada KB-TK Garudayaksa yg didirikan oleh Yayasan Garudayaksa.,POSITIF;;;
@kurawa Jangan dipercaya data ini! Lacak data ke BPS. Dan klarifikasi data ini ke BPS. Ini hoax!! Kelompok mereka pada marah2 dan stress karena ketahuan masyarakat Indonesia Prabowo penculik dan Jokowi pembegal keputusan MK. Hancur elektabilitas Prabowo-Gibran!!!,NEGATIF;;;
@vanc1Bozz @mapedos01 @prabowo mentok disitu aja itu, karna semua lini sudah di intervensi. takut di miskinkan anies semua. betul kata habibi yg kamu hadapi raksasa. sama ALLAHSWT aja mreka gak takut. mudah2n ALLAH hancurkan merekaa ,,NEGATIF;;;
@tempodotco Iya tapi maaf tidak akan berhasil di Indonesia. Karakter masyarakat Philipina dengan Indonesia sangat berbeda. Nggak mungkin pak Prabowo jejogedan di depan Ulama dan para Tokoh Agama di lingkungan Pesantren. Jika tetap jejogedan beliau akan tercatat sebagai Capres ABADI,NEGATIF;;;
Ratusan Kepala Desa dukung Prabowo - Gibran, semoga aja bukan karena janji diiming-imingin dibawa ke Malioboro pas menang @ChairuNY https://t.co/Tixp13aBL6,NEGATIF;;;
Prabowo pemimpin dengan dosa masa lalu yang mengerikan @WaintWina https://t.co/snsUoamaPO,POSITIF;;;
@Tjel0up Prabowo saat kampanye 2019 juga janji janji . kalah ya gak mungkin terealisasi janjinya kalau menang gak ada realisasi baru bohong namanya. Sekarang Capres 1 2 3 begitu juga. Tunggu menangnya.,NEGATIF;;;
@m4retha All in prabowo,POSITIF;;;
@EdyDwiutom13648 @Naz_lira @Dennysiregar7 Koar² penghianat. woy balikin duit masyarakat yang waktu itu ikhlas nyumbang buat prabowo tpi malah d khianatin.,NEGATIF;;;
@Gerindra @prabowo pak prabowo memang sangat tampan,POSITIF;;;
@Rden_ @TriSartopo @Leonita_Lestari Nah gerombolan situ selalu ngata2in Prabowo, penculik, pelanggar HAM,  temperamental, trus situ diculik?  Enggak kan?!,POSITIF;;;
@are_inismyname Prabowo telah berkorban banyak demi mewujudkan visinya untuk Indonesia. Semangat pengabdian yang tiada henti!,POSITIF;;;
Pak Prabowo bisa jadi guru nih, kelas Etika 101: Jabat Tangan for Dummies @kxnsndks https://t.co/omysqlticl,POSITIF;;;
Prabowo Subianto Gibran Rakabuming pilihanku.. Menang satu putaran.. ,POSITIF;;;
@Uki23 Prabowo Gibran menang mutlak,POSITIF;;;
@PartBurungGalak @JameKakah Emang kowe pinter.?  Menurut Rakyat pemilih Prabowo-Gibran : Kamu yg Goblok.!  Terus kamu merasa Benar dg analisamu itu?  Itu lah yg membuat kami menilaimu Tolol &amp  Goblok.!,NEGATIF;;;
