tweets;label
 pak ganjar lah yg menyelesaian kasus wadas dgn membawa yg konflik lahan berdialog dan ini sudah clear ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 bukan hal mudah menghadapi kemarahan warga wadas tapi diatasi dengan baik oleh pak ganjar ganjarsikatkorupsi lanjutgansemuakerja lanjutgansemuamurah;POSITIF
 memuji kecerdasan ganjar dalam menghadapi tantangan seperti isu ektp wadas dan kendeng ;POSITIF
 semoga diskusi tentang wadas tum membuka wawasan mengenai strategi dan langkah langkah inovatif yang diambil oleh pak ganjar untuk mengatasi hambatan dalam menyelesaikan proyek tersebut ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 betul supaya jurus yang selama ini mereka gunakan untuk melemahkan pak ganjar tak laku lagi setelah dijelaskan secara gamblang seperti apa wadas sebenarnya ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 ganjar lah yang mengajak warga wadas untuk berdialog sehingga didapat kan titik temu jalan tengah penyelesaian kasus wadas dan ini sudah clear ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 proyek sebesar wadas saja pak ganjar berhasil selesaikan tanpa adanya mangkrak gimana mau ngga percaya sama kinerja beliau ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 padahal pak ganjar sudah menyelesaikan masalah wadas loh ya ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 dengan kinerja pa ganjar yg sangat luar biasa menjdi teka teki knpa ko bisa gagal dari hasil survey;POSITIF
 jika pertanyaan mengenai wadas tum diajukan kepada pak ganjar ini bisa menjadi kesempatan emas untuk menyampaikan kontribusi positif pak ganjar dalam menyelesaikan proyek tersebut ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
ganjar pranowo menjanjikan akan memberikan kesempatan kepada setiap keluarga miskin untuk satu anaknya sekolah sampai perguruan tinggi ;POSITIF
 cie cie narasinya anies yg dg cerdas mengkonfirmasi perasaan digunakan bener udah jatuh cinta nih si densi setelah usaha mengkadrunkan diri gagal naikin rating ganjar baiknya kamu pindah server saja hahahaha ;POSITIF
kalau pakai isu wadas ya tambah babak belur lah prabowo wong wadas kan proyeknya jokowi bukan proyek ganjar sebagai gubernur jateng wadas proyek pemerintah pusat ;NEGATIF
 dukung pak ganjar aja biar semua dibenahi dan gak gagal pastinya;POSITIF
 yang penting nanti ketika pak ganjar memimpin gak gagal ;POSITIF
 kecewa knp kanjuruhan yg ditanyakan ke ganjar bener klo konteksnya di penegakan hukum ham tpi itu kan di jatim knp g tanya penegakan hukum ham di wadas rembang kendeng ;NEGATIF
 sikap terbuka dan jujur pak ganjar dalam menghadapi diskusi tentang ektp wadas dan kendeng membuktikan integritasnya yang bersih dari masa lalu yang kontroversial ;POSITIF
 wujud transparansi proyek strategis sngat diperlukan agar masyarakat tahu kontribusi ganjar dlm penyelesaian wadas tum ganjarsikatkorupsi;POSITIF
 jd second option sih tepatnya saat jd gubernur jateng juga biasa aja nggak ada gebrakan semarang ttp banjir wadas nggak jelas sampai sekarang dan jateng jd kota termiskin ini kalau lihat dr track record ya poin plus pk ganjar dia bisa gunain sosmed dg baik;NEGATIF
 mudah mudahan pak prabowo menggali informasi dari pak ganjar tentang wadas yaa ;NEGATIF
 ganjar lah yang mengajak warga wadas untuk berdialog sehingga didapat kan titik temu jalan tengah penyelesaian kasus wadas dan ini sudah clear ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
lagi ngomongin ganjar ya ganjar tuh pernah keseret kasus e ktp bareng setnov kurang manipulatif apa lagi coba ;NEGATIF
 bila pak prabowo benar melakukan nya pasti semua akan terbuka mata nya dn akan melihat seperti apa pak ganjar yg tlh menyelesaikan soal wadas ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 pak ganjar paling enak berdiskusi dengan desa wadas dan udah ketemu solusinya semoga semuanya berjalan dengan lancar ganjarsikatkorupsi;POSITIF
 proyek sebesar wadas saja pak ganjar berhasil selesaikan tanpa adanya mangkrak gimana mau ngga percaya sama kinerja beliau ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 ganjarsikatkoru kira kira prabowo tanyakan egk ya soal wadas biar rakyat tau tu kl wadas ganjar pranowo yg sudah menyelesaikan lanjutgansemuakerja lanjutgansemuamurah;POSITIF
 selalu wadas yang menjadi kata kunci mereka untuk menjatuhkan pak ganjar sepertinya pengetahuan mereka sangat minim tentang wadas ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerjax;POSITIF
 pak ganjar pranowo telah membuktikan komitmennya terhadap hak asasi manusia dengan memprioritaskan dialog untuk warga wadas semoga langkah langkahnya terus membawa dampak positif ganjarsikatkorupsi lanjutgansemuakerja lanjutgansemuamurah;POSITIF
 ganjar pasti kalah bang karena ganjar ngak ada prestasinya ngurus wadas aja ngak beres mending anies ngurus kampung aquarium beres ;NEGATIF
 pak ganjar emang setenang itu sikapnya banyak orang yang menyalahkannya atas masalah wadas padahal beliau lahh yang berhasil menyelesaikannya ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 smkn jawa tengah dulunya adalah blpt era soeharto semacam lab praktikum bersama smk di satu wilayah pasca penghapusan blpt pak ganjar menjadikannya sebagai boarding school untuk orang miskin hal serupa dilakukan pemprov sumut ;POSITIF
 wadas itu program pemerintah pusat justru ganjar inisiatif menengahi dan menyelesaikan masalahnya itu pemimpin sejati ;POSITIF
 intinya gini mass jgn hanya berkoar di media sosial rasakan dlu sensasinya tinggal di papua anies dan ganjar ngajak berdialog tidk segampang itu ini separatis dari tahun ke tahun ganti presiden juga sudah dipake cara damai dan berdialog nyatanya gagal ;POSITIF
 ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja pak ganjar lah yang pasang badan menangani proyek wadas tum dan berhasil menyelesaikan pak ganjar ;POSITIF
 maklum pendidikan kita memang dibikin sedemikian rupa agar hanya bs mencerna penjelasan tekstual sedangkan gagasan2 anies dan ganjar itu gagasan orang berpendidikan jd g salah memang rata2 pemilih prabowo tu orang2 bodoh makanya perlu perubahan dimulai dr pendidikan ;POSITIF
 sayang gak ada yang arah kesana tadi pak prabowo ditanyain pencawapresan gibran ditanyain kasus ham 98 pak anies ditanyain polutan jakarta pak ganjar gak ada yang nanyain wadas ;NEGATIF
 kenapa gak ada yang tanya ke ganjar mengenai masalah wadas ;NEGATIF
 salah satu kelebihan pak ganjar adalah ketidakberpihakannya dalam menjalankan tugasnya sebagai pemimpin ia tidak takut dengan isu isu seperti wadas atau ektp yang bisa menjadi perdebatan panas;POSITIF
halaahh don bnyak bacot cari2 kesalahan orang ganjar juga biarin wadas berantakan prabowo suka nya joget2 gak jelas visi misi nya juga blm terang seperti bocil;NEGATIF
ganjar janjikan satu anak keluarga miskin sekolah gratis sampai kuliah ganjarmahfud2024 jakarta jakarta ;POSITIF
 ganjarsikatkorupsi wadas adalah prestasi pak ganjar mahfud yang memang benar diperjuangkan pak ganjar walpun bukan pekerjaanya lanjutgansemuakerja lanjutgansemuamurahogram;POSITIF
pak ganjar calon yang paling tegas lanjutgansemuakerja ganjarsikatkorupsi pilihganjar prabowo debat emosian ganjar el gemoy ahok telak no 3 no 2 ordal budiman wowo angin anies wakanda no more km 50 debatcapres golput wadas mkmk let him cook ;POSITIF
 ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja benar karena pak ganjar yang selalu memberikan solusi buat masalah yang dihadapi masyarakatnya termasuk memberi dan menyelesaikan proyek wadas tim;POSITIF
 penting bagi rakyat indonesia mengetahui progres proyek strategis nasional seperti wadas tum yang berhasil diselesaikan oleh ganjar ;POSITIF
 hahaha menyerahkan persoalan ham pd orang yg anti ham pelaku wadas adalah kebodohan ganjar petugas pdip amp pdip sdh 10 tahun kuasa u hal itu dan mega pernah jadi presiden toh tidak lakukan apapun masak hal sederhana ini msh bodoh untuk dipahami dan dg enteng bikin narasi;NEGATIF
 kayanya si memed kurang baca nih jgn malu2 in aahh sekelas partai socmed koq receh gini penggiringan opini nya masalah wadas silahkan tanyakan sama pak jokowi itu proyek nasional pak ganjar hanya membantu saja ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
pak ganjar sangat tenang dan based on fact dalam debat pertama capres lanjutgansemuakerja ganjarsikatkorupsi pilihganjar prabowo debat emosian ganjar el gemoy ahok telak no 3 no 2 ordal budiman wowo angin anies wakanda no more km 50 debatcapres golput wadas mkmk let ;POSITIF
lucu penjahat ham ngomong soal ham hampapua terbaiknomor1 no2 prabowo gibran prabowo debat emosian ganjar el gemoy ahok telak no 3 no 2 ordal budiman wowo angin anies wakanda no more km 50 debatcapres golput wadas mkmk let him cook ;NEGATIF
 kayanya ketum nya kurang baca nih jgn malu2 in aahh sekelas partai socmed koq receh gini penggiringan opini nya masalah wadas silahkan tanyakan sama pak jokowi dan menteri  nya krn itu proyek nasional sbg gub jateng pak ganjar hanya membantu untuk menengahi saja;NEGATIF
 ganjarsikatkorupsi saat nya ganjar jelaskan tentang wadas agar rakyat tau ganjar mahfud sosok yg taat hukum lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 ganjarsikatkorupsi pak ganjar pranowo yg sudah menyelesaikan soal wadas tp beliau yg di tumbalkan kejujuran akan datang dengan sendiri nya lanjutgansemuamurah lanjutgansemuakerja;POSITIF
aku sensi bgt kl pak ganjar udh ngomogin dialog sbg penyelesaian konflik blablabla rasanya ingin tertawa sama persatuan ibu2 wadas yang tiap hari waswas takut ditangkap krn aparat isolasi daerah tsb akhirnya ibu2 wadas sholawatan sbg bentuk aksi kaya stop gimik deh pak;NEGATIF
 tapi kl dibandingkan provinsi lain presentase penduduk miskin di dki yg dipimpin anies termasuk kecil apalagi kl dibandingin sm jateng yg dipimpin ganjar kl prabowo no komen sumber publikasi analisis kemiskinan makro dari bps ;NEGATIF
prabowo anies ribut ganjar menengahi debatcapres counter penguatandemokrasi satset hampapua terbaiknomor1 no2 prabowo debat emosian ganjar el gemoy ahok telak no 3 no 2 ordal budiman wowo angin anies wakanda no more km 50 debatcapres golput wadas mkmk let him cook ;POSITIF
dengan tekad yang kuat ganjar bertekad program satu keluarga miskin satu sarjana sangat dibutuhkan masyarakat di seluruh indonesiamari kita sama sama berjuang mewujudkan ganjarpranowopilihanumat jnk temanalamganjar atikohibunegara;POSITIF
inilah mental serobot prabowo sesi satu aja udah gak tertib debatcapres counter penguatandemokrasi satset hampapua terbaiknomor1 no2 prabowo debat emosian ganjar el gemoy ahok telak no 3 no 2 ordal budiman wowo angin anies wakanda no more km 50 debatcapres golput wadas ;NEGATIF
 ganjarsikatkorupsi lanjutgansemuakerja lanjutgansemuamurah tanpa campur tangan ganjar proyek wadas akan seperti food estate;POSITIF
ganjar tegaskan bakal rampas asset dan miskinkan koruptor lanjutgansemuakerja ganjarsikatkorupsi pilihganjar prabowo debat emosian ganjar el gemoy ahok telak no 3 no 2 ordal budiman wowo angin anies wakanda no more km 50 debatcapres golput wadas mkmk let him cook ;POSITIF
 proyek besar sekelas wadas tum aj bs berhasil d selesai kn dgn baik tmp mangkrak ya itu kinerja pak ganjar memang sebagus itu sudah byk bukti nya slma ini ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
coba review debat dr pov kalian honest review anis ok the way dia argue prabowo joget gemoynya kinda over apalagi di issue yg sensitif hehe ganjar ok jg tp dosa dia ttg wadas blm kesentuh hihi;NEGATIF
visi misi ganjar paling konkret kasih solusi lanjutgansemuakerja ganjarsikatkorupsi pilihganjar prabowo debat emosian ganjar el gemoy ahok telak no 3 no 2 ordal budiman wowo angin anies wakanda no more km 50 debatcapres golput wadas mkmk let him cook ;POSITIF
 ganjarsikatkorupsi lanjutgansemuakerja penyelesaian proyek wadas bukti pak ganjar berpihak pada rakyat;POSITIF
saat ganjar hajar balik prabowo soal kelangkaan pupuk di pemerintahan jokowi lanjutgansemuakerja ganjarsikatkorupsi pilihganjar prabowo debat emosian ganjar el gemoy ahok telak no 3 no 2 ordal budiman wowo angin anies wakanda no more km 50 debatcapres golput wadas mkmk let ;NEGATIF
perhatian lebih terhadap guru agama agar budi pekerti bisa diajarkan lebih optimal lanjutgansemuakerja ganjarsikatkorupsi pilihganjar prabowo debat emosian ganjar el gemoy ahok telak no 3 no 2 ordal budiman wowo angin anies wakanda no more km 50 debatcapres golput wadas mkmk ;POSITIF
barusan melihat siaran ulang debat damn baru sadar anies baru dikasih mic pas pembukaan saja sudah gaaaas so many murder scenes ya ternyata last night dan ganjar exceeded my expectations ternyata dia ga bodoh tho ga cemerlang banget jg tapi ya way better secara;POSITIF
ganjar pranowo proses demokrasi harus bersih tanpa ada intimidasi lanjutgansemuakerja ganjarsikatkorupsi pilihganjar prabowo debat emosian ganjar el gemoy ahok telak no 3 no 2 ordal budiman wowo angin anies wakanda no more km 50 debatcapres golput wadas mkmk let him cook ;POSITIF
 salahnya prabowo knp gak counter dg uang hasil korupsi e ktp yg diterima ganjar serta perihal nonton film porno yg jd kegemaran nya itu ;NEGATIF
satu desa satu puskesmas satu nakes dan meningkatkan sdm unggul untuk indonesia emas lanjutgansemuakerja ;POSITIF
 gagasan pak ganjar emang ga pernah gagal dukungan penuh untuk pak ganjar mahfud 2024 ;POSITIF
 ganjar terbukti terlibat korupsi ektp tindas warga wadas hoby bokep ;NEGATIF
 oalah gini strateginya padahal di full debatnya prabowo gagal terus untuk menyamai pemikiran anies dan ganjar ;POSITIF
pak ganjar calon yang paling tegas cocok menjadi presiden indonesia 2024;POSITIF
 sorry kalo soal gagal ngatasin banjir noh ganjar juga semarang tiap taun banjir terus;NEGATIF
 hehe senang aku anda mewakili watak ganjar hanya prabowo satu satunya capres yg puluhan tahun di fitnah tidak pernah melawan bukan seperti ganjar amp pdip serta buzzerrp yg sedikit sedikit main ancam emang gue takut ancaman pendukung bandit ham wadas ;POSITIF
 keren pak ganjar next nya mkg jgn tll pjg spt bercerita pak singkat aja tp mengena mis efek jera bagi koruptor bisa berakibat pd keluarga yg jg dipidana jd anak atau istri bisa mengingatkan untuk tidak korupsi miskin kan itu pasti ;POSITIF
 rekam jejak pak ganjar sangatlah bagus dan bersi mana mungkin takut debat dan wadas serta ektp;POSITIF
 gagal nyerang anies terus nyerang ganjar;NEGATIF
pak ganjar sangat tenang dan based on fact dalam debat capres mari dukung tag no 2 emosian anies tiara andini ordal budiman ganjar no 3 hotline paris wakanda no more debat capres angin paslon 1 sat set wowo ahok mkmk let him cook el gemoy km 50 ulti emma wadas ;POSITIF
 mreka tau klo wadas itu urusan jokowi dan klo ektp ganjar beneran ga terlibat klo tanya brarti fitnah bs dilaporkan sm timses ganjar jd ya ga tanya mreka ;POSITIF
 ganjarsikatkorupsi isu yang selalu digunakan untuk menyerang pak ganjar adalah isu wadas disisi lain mereka tidak paham bahwa proyek strategis yang selesai oleh pak ganjar adalah wadas lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 anda mengatakan prilaku barbar pdhl yg mendorong dan mencekik disebutkan orang tdk dikenal dan bkn atas perintah ganjar dan wadas adlh proyek jokowi dlm hal ini diurus oleh kemen pupr ganjar hanya jadi penengah membantu memediasi antara pemerintah dngn warga ;POSITIF
 goblok dipelihara ganjar dari 2014 dah dukung jokowi mengkampanyekan jokowi kekekekel;NEGATIF
prabowo anies ribut ganjar menengahi memantau itu sifat pemimpin tag no 2 emosian anies tiara andini ordal budiman ganjar no 3 hotline paris wakanda no more debat capres angin paslon 1 sat set wowo ahok mkmk let him cook el gemoy km 50 ulti emma wadas ;POSITIF
 nah kenapa prabowo gak nanya wadas ke ganjar ;NEGATIF
kayanya kalo anies ganjar tim marketingnya kaya prabowo seru sih tim prabowo mungkin kenal jelas dengan produknya dan minusnya dimana pake data juga mayoritas apa jadi strateginya gimana biar oke mungkin joget2 itu hasil riset marketing timnya setelah liat gagal 2x;POSITIF
 kesimpulan debatcapres perdana pak anies usung gaya total football serangan total memanfaatkan maksimal setiap celah pak ganjar usung catenaccio cenderung bertahan sesekali counter attack lebih main aman ps anak gawang miskin taktik anies aminungguldebatcapres;POSITIF
 2 oh jadi ganjar gak mau melanjutkan blt lagi kamu kira semudah teorimu bisa mengkayakan semua rakyat yg miskin zaman presiden mana rakyat miskin itu punah wah perlu dikasi tau ke rakyat kecil nih ;NEGATIF
 pas pak ganjar ngerti wong cilik seketika dalam hati ngomong kasus wadas gimana maaf ya pak ganjar ;NEGATIF
bane manalu visi misi ganjar paling konkret kasih solusi menuju indonesia emas tag no 2 emosian anies tiara andini ordal budiman ganjar no 3 hotline paris wakanda no more debat capres angin paslon 1 sat set wowo ahok mkmk let him cook el gemoy km 50 ulti emma wadas ;POSITIF
 lulusan luar negeri tidak jamin jago debat spek mantan gubernur kayak pak ganjar dibandingkan walikota diwilayahnya aja jauh problematiknya apalagi yg gagal move on;POSITIF
 wadas dan wadas hanya itu senjata yang selalu digaungkan lawan politik pak ganjar;NEGATIF
perhatian lebih terhadap guru agama agar budi pekerti bisa diajarkan lebih optimal tag no 2 emosian anies tiara andini ordal budiman ganjar no 3 hotline paris wakanda no more debat capres angin paslon 1 sat set wowo ahok mkmk let him cook el gemoy km 50 ulti emma wadas ;POSITIF
saat ganjar hajar balik prabowo soal kelangkaan pupuk di pemerintahan jokowi tag no 2 emosian anies tiara andini ordal budiman ganjar no 3 hotline paris wakanda no more debat capres angin paslon 1 sat set wowo ahok mkmk let him cook el gemoy km 50 ulti emma wadas ;NEGATIF
 ho oh gagal pas nih kalo nantinya dipimpin pak ganjar pasti akan komitmen memberantas korupsi;POSITIF
 bukannya ganjar yang dilindungi kasus e ktp ;NEGATIF
tpn ganjar indonesiasentris prabowo gagal jadi jokowi ;POSITIF
aku jwb nah tu si ganjar soal wadas aja gk diselesaiin bisa bisanya dia jwb tapi kan dia sebagai gubernur sudah membenahi kota semarang menjadi lebih baik aku disini udah agak bingung sm jwban dia wkwk ;NEGATIF
 pas jadi ri1 mentok di rahasia negara kasus ham lama ga bisa diapa2in ganjar kurang ajar udah jualan korban ham sambil abai soal wadas anies bicara etika tapi saat debat bahas hal personal kayak ga punya etika sekedar pinter ngomong realisasi nol karena nafsu jatuhin orang;NEGATIF
 tanpa mereka tau kalo warga wadas sudah terealisasikan sepenuhnya oleh pak ganjar dan itu proyek strategis nasional yg diselesaikannya pula ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
serangan beliau ke pihak lawan cuma recehan knp di ganjar g membahas kendeng dan wadas kasus formula e misal dengan kadar yg masing2 sama tersandranya tp justru di sinilah terlihat secara tersirat beliau org yg iklash dengan nilai2 luhur mikul dhuwur mendem njero ;POSITIF
 ganjar selalu smart and terbuka di ajak diskusi soal semua hal yang menimpa dirinya dari ektp wadas kendeng ;POSITIF
siapa pun presidennya logika gua bilang ga akan bisa menyelesaikan kasus ham masa lalu karena itu rahasia negara menurut gua prabowo realistis karena paham situasinya anies full retorika ganjar kurang ajar korban ham dijadikan bahan jualan sembari abai di wadas ;POSITIF
lebih jauh lagi klo nyerang ganjar pake isu e ktp itu mah yg ngebantah langsung sepupunya anies novel baswedan kan ganjar ga perlu ngomong buat bela diri tentang ini malah dipanggil pengadilan jd saksi e ktp biasalah itu ;NEGATIF
kecuali anda masih ngerepost akun lsm wadas melawan ya bakal dianggap wadas masih bermasalah terus pdhl dah makin teratasi pembayaran ganti untung lahan sejak berbulan bulan lalu makanya anies ga angkat wadas buat serang ganjar pdhl setipe ada tindakan represif aparat ;NEGATIF
tragedi kanjuruhan bakal diingat seluruh fans bola sedunia km50 jagorawi disinggung anies ya wajar setahun terakhir ada sowan ke petamburan 3 rampang itu bisa buat nyerang mahfud krn menkopolhukam tp nyerang ganjar ttg wadas sama kayak nyerang pake isu e ktp dah ga mempan ;NEGATIF
bukti anies ganjar malem ini emang ga mau saling serang malah kompak serang prabowo setidaknya ada 4 kejadian di momen ini anies ga nyinggung wadas amp rampang pdhl wadas di wilayahnya ganjar apa anies paham ya klo ganjar dah tau formula ampuh klo ditanya ttg wadas ;POSITIF
pilih no 1 dibilang buzzer anies pilih no 2 dibilang buzzer prabowo pilih no 3 dibilang buzzer ganjar gak milih dibilang bodoh apatis dibilang gak peduli sama negara netral dibilang plin plan terus harus kek mana yasudahlah yang penting tidak jadi buzzer;NEGATIF
debat capres pertama ini bkn soal menang kalah hebat tidak hebat tp rakyat ditunjukkan dg bagaimana bernalar menghadapi sebuah masalah pertanyaan persoalan orang bodoh akan tetap fanatik buta orang pintar tau substansi tema prabowo tidak secerdas anies dan ganjar no debat ;POSITIF
 kasihan prabowo gemoy menyembunyikan fisik dan emosi sudah lansia khawatir gagal memimpin negara rugi besar pilih yg pasti meneruskan ikn fisik bagus cerdas tegas ganjar jawaban nya ;POSITIF
 anjirrr gw pengen nya pilih anis tapi di cari tahu lebih dalem beliau ini pernah mainin isu agama pak prabowo pernah ada isu ham pak ganjar isu wadas jadi gw pilih yg mana anjheenkkk ;NEGATIF
 ada yang dialami pak ganjar amp pak anies yg gak bisa disampaikan ke publik dalam forum debat ini dan gak usah pura2 bodoh seolah2 gak tau apa yg saya maksud kegusaran mereka berdualah yg menyebabkan paslon no 2 jadi sasaran tembak;NEGATIF
 bang jansen gak usah ragu sampaikan penilaiannya kita juga pengen tau kalau saya sih jelas pakai ukuran narasi retorika bobot emosi jelas anies unggul berikutnya ganjar lha prabowo gagal di semua penilaian ;NEGATIF
 lah wadas kan dah pernah di bahas ntar kalau di ungkap malah wadas bisa jadi senjata pak ganjar;NEGATIF
 woi wadas proyek strategis nasional ngapiin pak ganjar yg dislahkan;POSITIF
 ganjar emang hebat wadas tum jadi bukti keren banget nih indonesia maju terus ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 bukti tak akan pernah hilang saksi hidup langsung tanyakan saja pada warga yang terdampak proyek wadas pasti mayoritas membeberkan yang sebenarnya dan pak ganjar yang menjadi solusi bagi mereka ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
abis liat debat terpesona dengan pak ganjar gagasannya gapernah gagal harga murah kerja mudah satset ganjar presidenku;POSITIF
 ganjar pun beruntung selama debat ngga ada yang nyenggol masalah wadas ;POSITIF
 wadas tum emang proyek kebanggaan indo dan ganjar berhasil ngerjainnya dengan apik top lah ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 mantap ganjar bikin yang susah jadi gampang di wadas tum keren abis ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 wadas tum bukan main main nih proyek penting banget buat indo ganjar emang jagoan deh kalo urusan beginian ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 wadas tum tuh proyek super penting ganjar berhasil ngerjainnya dengan apik makin cinta sama negara ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 wadas wadas oy jar ganjar;POSITIF
 fitnah dari mereka yang tidak suka dengan pak ganjar ditengah  kegaduhan masyarakat tentang wadas telah diselesaikan dengan cara dewasa oleh pak ganjar ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 krn kasus wadas itu proyek strategis nasional menyerang ganjar dlm kasus wadas sama dgn menyerang pemerintahan jokowi yg notabene di dlm nya terdapat prabowo dan andai ganjar keluar sebagai pemenang kemungkinan besar peluang prabowo gabung lebih besar sprti 2019;POSITIF
 kitapun tidak lagi memilih ahli debat ahli retorika dan ahli hilang dalam korupsi e ktp senyum manis untuk pak ganjar ;NEGATIF
intinya jangan pandang orang dari satu sisi saja debatcapres2023 no 2 anies tiara andini ganjar emosian sat set angin paslon 1 wadas el gemoy ;NEGATIF
 fakta gak bisa disembunyiin pak ganjar yang selesain masalah wadas ciri pemimpin hebat dan bijak menghadapi masalah ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 siapapun presidennya logika gue bilang ga akan bisa menyelesaikan kasus ham masa lalu karena itu rahasia negara menurut gue prabowo realistis karena paham situasinya anies full retorika ganjar kurang ajar korban ham dijadikan bahan jualan sembari abai di wadas ;POSITIF
 kasus wadas bukannya mempunyai dua mata yaa pak ganjar juga pernah membuka kasus ini di podcast kalau diserang pakai wadas maka ada serangan baliknya dan paslon 02 juga bisa kena;POSITIF
 dalam beberapa kesempatan sering sekali melihat beliau menjadi penengah untuk masalah contonya wadas yang sering kita dengar padahal itu proyek nasional dan pak ganjar yang menengahi secara tidak langsung ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
 sebenarnya siapapun bisa offensive tapi memang anis dan ganjar sekarang yg memainkan peran offensive jangan lupa lo jika ada pertanyaan tentang kesukaan ganjar dengan film porno di tanyakan di debat apa gak malu satu keluarga tu ganjar masalah wadas masalah ektp dll;NEGATIF
ganjar adalah sesok capres yg pandai tapi bodoh membawa isu ham 98 yg dituju ke prabowo tiap 5 tahun sekali dan kasus kanjuruhan yg tiada kejelasan kenapa bodoh ya kan pak md yg ngurusin itu semua dan ga pernah mau menyelesaikan masalah tersebut damn;NEGATIF
 malah ganjar sendiri yg berani nyikut soal wadas ini tentunya merendah untuk meroket ;POSITIF
 ganjarsikatkorupsi lanjutgansemuakerja kredibilitas ganjar sudah terbukti persoalan wadas selesai dengan damai;POSITIF
ganjar pranowo akan beri kesempatan keluarga miskin kuliah lanjutgan lanjutgansemuakerja lanjutgansemuamurah ganjarsikatkorupsi ganjarmahfud ganjarpranowo gerakcepat mahfudmd indonesiaunggul indonesialebihbaik debatcapres ;POSITIF
 apa ganjar dan prabowo eksekusi dilapangan bagus liat food estate wadas provinsi termiskin lu bego apa gimana hahah udah gak bisa ber retorika gak bisa kerja lagi ya ancur nyedot asam sulfat;POSITIF
prabowo tak pakai isu wadas untuk serang ganjar di debat capres tkn ungkap alasannya temponasional;POSITIF
 ganjarsikatkorupsi lanjutgansemuamurah ganjar menyelesaikan problem wadas menuruti hati untuk berpihak kepada masarakat;POSITIF
 sepertinya amin gagal 1 putaran itu mustahil bisa jadi ganjar atau prabowo kita lihat saja keduanya juga melakukan isu ham dilontarkan kepada ganjar dan prabowo anies terhadap ganjar ganjar terhadap prabowo ;NEGATIF
 semoga dialog antara pak prabowo dan pak ganjar mengenai proyek wadas tum membawa solusi positif untuk kemajuan indonesia ganjarsikatkorupsi;POSITIF
 prabowo dan anies tau klo wadas itu urusan jokowi ganjar cuma sebagai pesuruh makanya mreka ber2 ga tanya lu aja yg ga ngerti soal yg tanya;POSITIF
 lha kan udah beres blok goblok wadas proyek pusat ganjar hanya membntu membereskan ganti untungnya juga sudah diterima;POSITIF
 satu satunya yang bisa dipake buat nyerang pak ganjar cuma wadas ehh padahal masalah wadas pun sudah rampung ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja;POSITIF
emng ya gagasannya pak ganjar gapernah gagal harga murah kerja mudah satset ganjar presidenku;POSITIF
debat eps ini jika prabowo di serang isu ham kenapa ganjar ngga di sentil kasus kendeng dan wadas ada apa sebenarnya makanya aminajadulu rekam jejak langgar hukum nya nihil gmana bisa penuhi janji tegakan hukum kalo ngga bebas catatan melanggar hukum yakinbersamaamin ;NEGATIF
selain pendidikan ternyata ganjar punya program keren buat bantu keluarga miskin sampe perguruan tinggi bikin harapan lebih besar buat mereka ganjarsikatkorupsi lanjutgansemuamurah lanjutgansemuakerja ganjarpresiden2024 ;POSITIF
 pak ganjar pranowo patut diapresiasi atas kesungguhannya dalam menyelesaikan proyek strategis nasional terutama dengan fokus pada dialog untuk warga wadas semoga langkah langkahnya memberikan dampak positif jangka panjang ganjarsikatkorupsi lanjutgansemuakerja;POSITIF
